row_id,r,u,v
155,2,0xacdc435c,0x49cd8c5b
300,2,0xe56f4afc,0x821c50a7
16,2,0x48878ca8,0x1e79d920
428,2,0xc0c98f16,0x20fc9ecc
119,2,0x8338f743,0x28890c16
73,2,0x1029cefc,0x28890c16
221,2,0x6aad176b,0x097cde0f
66,2,0x1029cefc,0x49cd8c5b
164,2,0xacdc435c,0xeb4eb8be
131,2,0x8338f743,0x61448d09
436,2,0xc0c98f16,0x088c6fc7
49,2,0x48878ca8,0x021b8144
249,2,0xffc57843,0xb9ef6078
255,2,0xffc57843,0xa8d17e74
87,2,0x1029cefc,0x6b858c8b
416,2,0x7dce5c25,0x20fc9ecc
287,2,0x95302906,0xca267008
44,2,0x48878ca8,0xa2183de1
220,2,0x6aad176b,0xcdcb1d0c
240,2,0xffc57843,0x3696e7ab
50,2,0x48878ca8,0xb5b2a9f7
165,2,0xacdc435c,0x7baa1677
437,2,0xc0c98f16,0xb6e19f13
245,2,0xffc57843,0xc1f8dd0a
57,2,0x48878ca8,0x6c9ded2f
511,2,0xdaddc285,0x20fc9ecc
185,2,0xacdc435c,0xa510eabc
256,2,0xffc57843,0x28890c16
504,2,0x5a1bdd6c,0x0da3c0b7
465,2,0x1a2d0f13,0x420e6325
181,2,0xacdc435c,0x7525ca8d
161,2,0xacdc435c,0xa9e1a9db
86,2,0x1029cefc,0x1e79d920
257,2,0xffc57843,0x7b3a345a
174,2,0xacdc435c,0x7012f9da
286,2,0x95302906,0x49b7fe80
109,2,0x8338f743,0x3295b423
458,2,0xa3ec4538,0x6b858c8b
251,2,0xffc57843,0x21850ae3
192,2,0x6aad176b,0x3295b423
325,2,0x0f4f05f0,0x8dcbe1cd
166,2,0xacdc435c,0xf5bf22ef
162,2,0xacdc435c,0x045d7ba9
381,2,0x3585554d,0x412baf4e
370,2,0x3585554d,0xb34a811c
374,2,0x3585554d,0x418904bf
477,2,0x15c67f6e,0x20fc9ecc
427,2,0x7dce5c25,0x454dbc02
502,2,0x5a1bdd6c,0x20fc9ecc
451,2,0xa3ec4538,0x0da3c0b7
291,2,0x95302906,0x1e79d920
444,2,0xa8613a0e,0xba573ee7
101,2,0x1029cefc,0x916b5732
390,2,0x3be0607c,0xb9493724
