r,u,v,VE,proxy_score,beam,trans,branch,mode,expanded_states,generated_transitions,final_beam_size,certified_no_truncation
2,0x00050060,0x299b0500,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,24620,2520,1
2,0x00050060,0x3dde0e00,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,24620,2520,1
2,0x00050060,0xfdd20100,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,24620,2520,1
2,0x00050090,0x04440e00,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,62660,2536,1
2,0x00050090,0x0eee0400,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,62660,2536,1
2,0x00050090,0x74430e00,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,62660,2536,1
2,0x000500a0,0x67710e00,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,67028,2628,1
2,0x000500a0,0x6ff90e00,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,67028,2628,1
2,0x000500a0,0x9ff60100,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,67028,2628,1
2,0x000500a0,0xdff20100,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,67028,2628,1
2,0x000500c0,0x6aac0e00,-0.1171875,0.906890595608518529282399,1000000,100000,16,aggregate,101,63608,2538,1
2,0x000500c0,0x3aa90e00,-0.1015625,0.700439718141092160317435,1000000,100000,16,aggregate,101,63608,2538,1
2,0x000500c0,0x42260400,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,63608,2538,1
2,0x000500c0,0x922b0100,0.0859375,0.459431618637297256146218,1000000,100000,16,aggregate,101,63608,2538,1
2,0x000500c0,0x42260100,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,63608,2538,1
2,0x000500c0,0xbaa10e00,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,63608,2538,1
2,0x000500c0,0xc22e0100,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,63608,2538,1
2,0x000500c0,0xf22d0100,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,63608,2538,1
2,0x000500c0,0xfaa50e00,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,63608,2538,1
2,0x00053000,0x14450500,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1300,1
2,0x00053000,0x14450e00,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1300,1
2,0x00053000,0x1ccd0500,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1300,1
2,0x00053000,0x1ccd0e00,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1300,1
2,0x00053000,0x44400e00,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1300,1
2,0x00053000,0x4cc80e00,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1300,1
2,0x00053000,0x54410100,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1300,1
2,0x00053000,0x5cc90100,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1300,1
2,0x00053000,0xe44a0100,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1300,1
2,0x00053000,0xe44a0400,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1300,1
2,0x00053000,0xecc20100,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1300,1
2,0x00053000,0xecc20400,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1300,1
2,0x00055000,0x15540500,0.140625,1.16992500144231236294812,1000000,100000,16,aggregate,101,73316,1040,1
2,0x00055000,0x15540e00,-0.140625,1.16992500144231236294812,1000000,100000,16,aggregate,101,73316,1040,1
2,0x00055000,0x45510e00,-0.140625,1.16992500144231236294812,1000000,100000,16,aggregate,101,73316,1040,1
2,0x00055000,0x55500100,0.140625,1.16992500144231236294812,1000000,100000,16,aggregate,101,73316,1040,1
2,0x00055000,0xe55b0100,-0.140625,1.16992500144231236294812,1000000,100000,16,aggregate,101,73316,1040,1
2,0x00055000,0xe55b0400,-0.140625,1.16992500144231236294812,1000000,100000,16,aggregate,101,73316,1040,1
2,0x00055000,0x15540300,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1040,1
2,0x00055000,0x25570300,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1040,1
2,0x00055000,0x35560100,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1040,1
2,0x00055000,0x35560200,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1040,1
2,0x00055000,0x45510400,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1040,1
2,0x00055000,0x45510700,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1040,1
2,0x00055000,0x45510f00,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1040,1
2,0x00055000,0x55500600,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1040,1
2,0x00055000,0x55500700,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1040,1
2,0x00055000,0x55500b00,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1040,1
2,0x00055000,0x55500f00,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1040,1
2,0x00055000,0x65530500,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1040,1
2,0x00055000,0x75520400,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1040,1
2,0x00055000,0x75520500,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1040,1
2,0x00055000,0x855d0800,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1040,1
2,0x00055000,0x855d0c00,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1040,1
2,0x00055000,0x955c0900,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1040,1
2,0x00055000,0x955c0e00,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1040,1
2,0x00055000,0xa55f0b00,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,73316,1040,1
