r,u,v,VE,proxy_score,beam,trans,branch,mode,expanded_states,generated_transitions,final_beam_size,certified_no_truncation
2,0x29000030,0x00000e8e,0.1875,1.58496250072115618147406,1000000,100000,16,aggregate,401,2698640,2140,1
2,0x29000030,0x00000383,0.125,1,1000000,100000,16,aggregate,401,2698640,2140,1
2,0x29000030,0x00000989,0.125,1,1000000,100000,16,aggregate,401,2698640,2140,1
2,0x29000030,0x88800c8c,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,401,2698640,2140,1
2,0x29000030,0xccc00c8c,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,401,2698640,2140,1
2,0x29000030,0x22200686,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,401,2698640,2140,1
2,0x29000030,0x77700686,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,401,2698640,2140,1
2,0x29000030,0xaaa00686,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,401,2698640,2140,1
2,0x29000050,0x00000181,0.125,1,1000000,100000,16,aggregate,401,2698640,2187,1
2,0x29000050,0x00000585,0.125,1,1000000,100000,16,aggregate,401,2698640,2187,1
2,0x29000050,0x00000686,0.125,1,1000000,100000,16,aggregate,401,2698640,2187,1
2,0x29000050,0x00000b8b,-0.125,1,1000000,100000,16,aggregate,401,2698640,2187,1
2,0x29000050,0x00000c8c,0.125,1,1000000,100000,16,aggregate,401,2698640,2187,1
2,0x29000050,0x00000d8d,-0.125,1,1000000,100000,16,aggregate,401,2698640,2187,1
2,0x29000050,0x2aa80c8c,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,401,2698640,2187,1
2,0x29000050,0x88800c8c,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,401,2698640,2187,1
2,0x29000050,0xa2280c8c,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,401,2698640,2187,1
2,0x29000050,0xfff00e8e,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,401,2698640,2187,1
2,0x29000060,0x00000585,0.125,1,1000000,100000,16,aggregate,161,1092080,2058,1
2,0x29000060,0x00000d8d,0.125,1,1000000,100000,16,aggregate,161,1092080,2058,1
2,0x29000060,0xccc00c8c,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,161,1092080,2058,1
