r,u,v,VE,proxy_score,beam,trans,branch,mode,expanded_states,generated_transitions,final_beam_size,certified_no_truncation
2,0x2d000010,0x00000181,-0.15625,1.32192809488736234780834,1000000,100000,16,aggregate,401,2698640,2266,1
2,0x2d000010,0x00000c8c,-0.125,1,1000000,100000,16,aggregate,401,2698640,2266,1
2,0x2d000010,0x00000383,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,401,2698640,2266,1
2,0x2d000010,0x00000585,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,401,2698640,2266,1
2,0x2d000010,0x00000b8b,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,401,2698640,2266,1
2,0x2d000010,0x00000d8d,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,401,2698640,2266,1
2,0x2d000010,0x15540383,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,401,2698640,2266,1
2,0x2d000010,0x51140383,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,401,2698640,2266,1
2,0x2d000020,0x8cc40c8c,0.125,1,1000000,100000,16,aggregate,161,1139360,2035,1
2,0x2d000020,0xc8840c8c,0.125,1,1000000,100000,16,aggregate,161,1139360,2035,1
2,0x2d000020,0x9dd40e8e,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,161,1139360,2035,1
2,0x2d000020,0xd9940e8e,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,161,1139360,2035,1
2,0x2d000040,0x00000585,-0.125,1,1000000,100000,16,aggregate,161,1092080,2090,1
2,0x2d000040,0x00000d8d,-0.125,1,1000000,100000,16,aggregate,161,1092080,2090,1
2,0x2d000040,0x15540686,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,161,1092080,2090,1
2,0x2d000040,0x51140686,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,161,1092080,2090,1
2,0x2d000040,0x66600e8e,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,161,1092080,2090,1
2,0x2d000040,0xeee00686,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,161,1092080,2090,1
2,0x2d000080,0x00000b8b,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,401,2791520,2311,1
2,0x2d000080,0x88800989,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,401,2791520,2311,1
2,0x2d000080,0x9dd40e8e,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,401,2791520,2311,1
2,0x2d000080,0xd9940e8e,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,401,2791520,2311,1
