r,u,v,VE,proxy_score,beam,trans,branch,mode,expanded_states,generated_transitions,final_beam_size,certified_no_truncation
2,0x200100b0,0x3ccf0388,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,401,2538800,2666,1
2,0x200100b0,0x4cc80388,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,401,2538800,2666,1
2,0x200100d0,0x04440688,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,401,2502800,2628,1
2,0x200100d0,0x0eee0c88,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,401,2502800,2628,1
2,0x200100d0,0x24460688,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,401,2502800,2628,1
2,0x200100d0,0xa66c0c88,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,401,2502800,2628,1
2,0x200100e0,0x4aae0c88,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,401,2540720,2625,1
2,0x200100e0,0x32210388,0.0859375,0.459431618637297256146218,1000000,100000,16,aggregate,401,2540720,2625,1
2,0x200100e0,0x9aa30c88,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,401,2540720,2625,1
2,0x200100e0,0x62240388,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,401,2540720,2625,1
2,0x200100e0,0x62240688,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,401,2540720,2625,1
2,0x200100e0,0x6bbd0688,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,401,2540720,2625,1
2,0x200100e0,0x922b0388,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,401,2540720,2625,1
2,0x200100e0,0xa2280388,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,401,2540720,2625,1
2,0x20017000,0x4dd90688,0.140625,1.16992500144231236294812,1000000,100000,16,aggregate,401,2929040,1496,1
2,0x20017000,0xbdd60388,-0.140625,1.16992500144231236294812,1000000,100000,16,aggregate,401,2929040,1496,1
2,0x20017000,0xedd30c88,0.140625,1.16992500144231236294812,1000000,100000,16,aggregate,401,2929040,1496,1
2,0x20017000,0x5dd80688,-0.1171875,0.906890595608518529282399,1000000,100000,16,aggregate,401,2929040,1496,1
2,0x20017000,0xedd30d88,-0.1171875,0.906890595608518529282399,1000000,100000,16,aggregate,401,2929040,1496,1
2,0x20017000,0x1ddc0d88,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,401,2929040,1496,1
2,0x20017000,0x2ddf0a88,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,401,2929040,1496,1
2,0x20017000,0x3dde0c88,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,401,2929040,1496,1
2,0x20017000,0x4dd90388,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,401,2929040,1496,1
2,0x20017000,0x4dd90b88,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,401,2929040,1496,1
2,0x20017000,0x5dd80988,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,401,2929040,1496,1
2,0x20017000,0x6ddb0e88,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,401,2929040,1496,1
2,0x20017000,0x8dd50088,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,401,2929040,1496,1
2,0x20017000,0x8dd50488,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,401,2929040,1496,1
2,0x20017000,0x9dd40588,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,401,2929040,1496,1
2,0x20017000,0xadd70288,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,401,2929040,1496,1
