r,u,v,VE,proxy_score,beam,trans,branch,mode,expanded_states,generated_transitions,final_beam_size,certified_no_truncation
2,0x200b1000,0x844c0488,0.125,1,1000000,100000,16,aggregate,401,2929040,1300,1
2,0x200b1000,0x8cc40488,-0.125,1,1000000,100000,16,aggregate,401,2929040,1300,1
2,0x200b1000,0xc4480088,0.125,1,1000000,100000,16,aggregate,401,2929040,1300,1
2,0x200b1000,0xccc00088,-0.125,1,1000000,100000,16,aggregate,401,2929040,1300,1
2,0x200b2000,0x88800488,0.25,2,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0xc8840088,0.25,2,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0x18890d88,-0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0x288a0388,0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0x288a0488,-0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0x388b0088,-0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0x388b0288,-0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0x388b0b88,0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0x488c0c88,0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0x588d0988,-0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0x688e0088,0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0x688e0788,0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0x788f0488,0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0x788f0688,-0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0x88800388,-0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0x88800688,-0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0x88800b88,-0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0x88800e88,0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0x98810588,0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0xa8820488,0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0xa8820b88,-0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0xb8830088,-0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0xb8830388,0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0xb8830a88,0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0xc8840288,0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0xc8840488,0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0xc8840788,0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0xc8840a88,-0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0xc8840f88,0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0xd8850188,0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0xe8860088,-0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0xe8860f88,-0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0xf8870488,0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b2000,0xf8870e88,0.125,1,1000000,100000,16,aggregate,161,1331360,130,1
2,0x200b4000,0x81190488,0.1875,1.58496250072115618147406,1000000,100000,16,aggregate,161,1131680,1040,1
2,0x200b4000,0xc11d0088,0.1875,1.58496250072115618147406,1000000,100000,16,aggregate,161,1131680,1040,1
2,0x200b4000,0x11100d88,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,161,1131680,1040,1
2,0x200b4000,0x21130388,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,161,1131680,1040,1
2,0x200b4000,0x21130488,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,161,1131680,1040,1
2,0x200b4000,0x31120088,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,161,1131680,1040,1
