r,u,v,VE,proxy_score,beam,trans,branch,mode,expanded_states,generated_transitions,final_beam_size,certified_no_truncation
2,0x0d000030,0x00000606,-0.1875,1.58496250072115618147406,1000000,100000,16,aggregate,101,67556,2222,1
2,0x0d000030,0x00000404,0.125,1,1000000,100000,16,aggregate,101,67556,2222,1
2,0x0d000030,0x00000707,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,67556,2222,1
2,0x0d000030,0x00000b0b,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,67556,2222,1
2,0x0d000030,0x00000d0d,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,67556,2222,1
2,0x0d000030,0x00000f0f,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,67556,2222,1
2,0x0d000030,0x88800505,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,67556,2222,1
2,0x0d000030,0x22200e0e,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,67556,2222,1
2,0x0d000030,0xaaa00e0e,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,67556,2222,1
2,0x0d000030,0xaff50e0e,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,67556,2222,1
2,0x0d000030,0xfaa50e0e,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,67556,2222,1
2,0x0d000050,0x00000404,0.1875,1.58496250072115618147406,1000000,100000,16,aggregate,101,67556,2313,1
2,0x0d000050,0x00000e0e,0.125,1,1000000,100000,16,aggregate,101,67556,2313,1
2,0x0d000050,0x00000505,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,67556,2313,1
2,0x0d000050,0x00000909,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,67556,2313,1
2,0x0d000050,0x00000d0d,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,67556,2313,1
2,0x0d000050,0x2aa80404,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,67556,2313,1
2,0x0d000050,0x88800101,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,67556,2313,1
2,0x0d000050,0xa2280404,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,67556,2313,1
2,0x0d000060,0x00000101,-0.125,1,1000000,100000,16,aggregate,41,27338,2328,1
2,0x0d000060,0x00000909,0.125,1,1000000,100000,16,aggregate,41,27338,2328,1
2,0x0d000060,0x9dd40e0e,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,27338,2328,1
2,0x0d000060,0xd9940e0e,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,27338,2328,1
2,0x0d000090,0x00000404,0.25,2,1000000,100000,16,aggregate,101,65276,1860,1
2,0x0d000090,0x00000303,-0.1875,1.58496250072115618147406,1000000,100000,16,aggregate,101,65276,1860,1
2,0x0d000090,0x00000606,-0.125,1,1000000,100000,16,aggregate,101,65276,1860,1
2,0x0d000090,0x00000e0e,0.125,1,1000000,100000,16,aggregate,101,65276,1860,1
2,0x0d000090,0x2aa80404,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,65276,1860,1
2,0x0d000090,0xa2280404,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,65276,1860,1
2,0x0d000090,0x22200606,0.0859375,0.459431618637297256146218,1000000,100000,16,aggregate,101,65276,1860,1
2,0x0d000090,0xaaa00606,0.0859375,0.459431618637297256146218,1000000,100000,16,aggregate,101,65276,1860,1
2,0x0d0000a0,0x00000303,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,69878,2267,1
2,0x0d0000a0,0x66600e0e,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,69878,2267,1
2,0x0d0000a0,0xeee00606,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,69878,2267,1
2,0x0d0000c0,0x00000b0b,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,72656,2345,1
2,0x0d0000c0,0x46620404,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,72656,2345,1
2,0x0d0000c0,0x47730404,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,72656,2345,1
2,0x0d0000c0,0x4eea0404,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,72656,2345,1
2,0x0d0000c0,0x4ffb0404,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,72656,2345,1
2,0x0d0000c0,0x64420404,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,72656,2345,1
2,0x0d0000c0,0x74430404,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,72656,2345,1
2,0x0d0000c0,0xe44a0404,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,72656,2345,1
2,0x0d0000c0,0xf44b0404,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,72656,2345,1
2,0x0d0000c0,0x15540303,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,72656,2345,1
2,0x0d0000c0,0x51140303,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,72656,2345,1
2,0x0d0000c0,0x9dd40e0e,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,72656,2345,1
2,0x0d0000c0,0xd9940e0e,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,72656,2345,1
2,0x0d003000,0x4bbf0404,0.125,1,1000000,100000,16,aggregate,101,68420,1983,1
2,0x0d003000,0x13320101,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68420,1983,1
2,0x0d003000,0x40040606,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68420,1983,1
2,0x0d003000,0x41150606,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68420,1983,1
2,0x0d003000,0x488c0e0e,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68420,1983,1
2,0x0d003000,0x499d0e0e,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68420,1983,1
2,0x0d003000,0x53360505,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68420,1983,1
2,0x0d003000,0x60060404,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68420,1983,1
2,0x0d003000,0x61170404,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68420,1983,1
2,0x0d003000,0xe8860404,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68420,1983,1
2,0x0d003000,0xe9970404,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68420,1983,1
2,0x0d005000,0x42260404,0.125,1,1000000,100000,16,aggregate,101,68420,2072,1
2,0x0d005000,0x40040e0e,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68420,2072,1
2,0x0d005000,0x488c0606,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68420,2072,1
2,0x0d005000,0x63350606,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68420,2072,1
2,0x0d005000,0x688e0404,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68420,2072,1
2,0x0d005000,0xe00e0404,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68420,2072,1
2,0x0d005000,0xebb50e0e,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68420,2072,1
2,0x0d005000,0x1ccd0505,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,68420,2072,1
2,0x0d005000,0x5cc90101,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,68420,2072,1
2,0x0d006000,0x4dd90e0e,-0.109375,0.807354922057604107487119,1000000,100000,16,aggregate,41,27380,2093,1
2,0x0d006000,0xedd30404,-0.109375,0.807354922057604107487119,1000000,100000,16,aggregate,41,27380,2093,1
2,0x0d006000,0x46620404,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,41,27380,2093,1
2,0x0d006000,0x4eea0404,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,41,27380,2093,1
2,0x0d006000,0x18890505,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,41,27380,2093,1
2,0x0d006000,0x4dd90707,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,41,27380,2093,1
2,0x0d006000,0x4dd90f0f,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,41,27380,2093,1
2,0x0d006000,0x588d0101,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,41,27380,2093,1
2,0x0d006000,0x7dda0404,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,41,27380,2093,1
2,0x0d006000,0xedd30e0e,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,41,27380,2093,1
2,0x0d006000,0xfdd20404,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,41,27380,2093,1
2,0x0d006000,0x16670101,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,27380,2093,1
2,0x0d006000,0x56630505,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,27380,2093,1
2,0x0d006000,0x62240606,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,27380,2093,1
2,0x0d006000,0x6ff90606,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,27380,2093,1
2,0x0d009000,0x41150404,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,66020,2166,1
2,0x0d009000,0x43370404,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,66020,2166,1
2,0x0d009000,0x499d0404,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,66020,2166,1
2,0x0d009000,0x10010404,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,66020,2166,1
2,0x0d009000,0x33300404,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,66020,2166,1
2,0x0d009000,0x40040101,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,66020,2166,1
2,0x0d009000,0x40040505,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,66020,2166,1
2,0x0d009000,0x40040909,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,66020,2166,1
2,0x0d009000,0x40040d0d,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,66020,2166,1
2,0x0d009000,0x43370303,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,66020,2166,1
2,0x0d009000,0x43370606,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,66020,2166,1
2,0x0d009000,0x43370b0b,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,66020,2166,1
2,0x0d009000,0x43370e0e,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,66020,2166,1
2,0x0d009000,0x50050404,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,66020,2166,1
2,0x0d009000,0x60060606,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,66020,2166,1
2,0x0d009000,0x61170606,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,66020,2166,1
2,0x0d009000,0x63350404,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,66020,2166,1
2,0x0d009000,0x90090404,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,66020,2166,1
2,0x0d009000,0xb11a0b0b,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,66020,2166,1
2,0x0d009000,0xb3380404,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,66020,2166,1
2,0x0d009000,0xd00d0404,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,66020,2166,1
2,0x0d009000,0xe00e0e0e,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,66020,2166,1
2,0x0d009000,0xe33d0404,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,66020,2166,1
2,0x0d00a000,0x4dd90404,0.15625,1.32192809488736234780834,1000000,100000,16,aggregate,101,69608,2117,1
2,0x0d00a000,0x6ddb0606,0.1171875,0.906890595608518529282399,1000000,100000,16,aggregate,101,69608,2117,1
