r,u,v,VE,proxy_score,beam,trans,branch,mode,expanded_states,generated_transitions,final_beam_size,certified_no_truncation
2,0x030000f0,0x00000d0d,-0.15625,1.32192809488736234780834,1000000,100000,16,aggregate,101,67406,2453,1
2,0x030000f0,0x00000e0e,0.125,1,1000000,100000,16,aggregate,101,67406,2453,1
2,0x030000f0,0x00000303,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,67406,2453,1
2,0x0300f000,0x488c0606,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68120,2575,1
2,0x0300f000,0x499d0606,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68120,2575,1
2,0x0300f000,0x63350606,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68120,2575,1
2,0x0300f000,0x688e0404,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68120,2575,1
2,0x0300f000,0x699f0404,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68120,2575,1
2,0x0300f000,0x3bb80303,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,68120,2575,1
2,0x050000f0,0x00000505,0.15625,1.32192809488736234780834,1000000,100000,16,aggregate,101,69086,2432,1
2,0x050000f0,0x00000101,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,69086,2432,1
2,0x050000f0,0x00000909,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,69086,2432,1
2,0x050000f0,0x00000b0b,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,69086,2432,1
2,0x0500f000,0x14450101,-0.1015625,0.700439718141092160317435,1000000,100000,16,aggregate,101,69320,2291,1
2,0x0500f000,0x54410505,-0.1015625,0.700439718141092160317435,1000000,100000,16,aggregate,101,69320,2291,1
2,0x0500f000,0x14450505,-0.0859375,0.459431618637297256146218,1000000,100000,16,aggregate,101,69320,2291,1
2,0x0500f000,0x54410101,-0.0859375,0.459431618637297256146218,1000000,100000,16,aggregate,101,69320,2291,1
2,0x0500f000,0x488c0e0e,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,69320,2291,1
2,0x0500f000,0x499d0e0e,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,69320,2291,1
2,0x0500f000,0xe8860404,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,69320,2291,1
2,0x0500f000,0xe9970404,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,69320,2291,1
2,0x0500f000,0xeaa40e0e,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,69320,2291,1
2,0x0500f000,0x1eef0505,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,69320,2291,1
2,0x0500f000,0x5eeb0101,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,69320,2291,1
2,0x060000f0,0x00000303,0.125,1,1000000,100000,16,aggregate,41,26138,2203,1
2,0x060000f0,0x00000d0d,0.125,1,1000000,100000,16,aggregate,41,26138,2203,1
2,0x060000f0,0xeee00909,0.0859375,0.459431618637297256146218,1000000,100000,16,aggregate,41,26138,2203,1
2,0x060000f0,0x2aa80303,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,26138,2203,1
2,0x060000f0,0x33300909,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,26138,2203,1
2,0x060000f0,0xa2280303,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,26138,2203,1
2,0x060000f0,0xbbb00909,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,26138,2203,1
2,0x0600f000,0x933a0d0d,-0.1015625,0.700439718141092160317435,1000000,100000,16,aggregate,41,25700,2384,1
2,0x0600f000,0x966f0909,0.1015625,0.700439718141092160317435,1000000,100000,16,aggregate,41,25700,2384,1
2,0x0600f000,0x9ee70909,-0.1015625,0.700439718141092160317435,1000000,100000,16,aggregate,41,25700,2384,1
2,0x0600f000,0xd33e0909,-0.1015625,0.700439718141092160317435,1000000,100000,16,aggregate,41,25700,2384,1
2,0x0600f000,0xd66b0d0d,0.1015625,0.700439718141092160317435,1000000,100000,16,aggregate,41,25700,2384,1
2,0x0600f000,0xdee30d0d,-0.1015625,0.700439718141092160317435,1000000,100000,16,aggregate,41,25700,2384,1
2,0x0600f000,0x90090d0d,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,41,25700,2384,1
2,0x0600f000,0xd00d0909,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,41,25700,2384,1
2,0x0600f000,0x16670101,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,25700,2384,1
2,0x0600f000,0x16670909,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,25700,2384,1
2,0x0600f000,0x1eef0101,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,25700,2384,1
2,0x0600f000,0x1eef0909,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,25700,2384,1
2,0x0600f000,0x56630505,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,25700,2384,1
2,0x0600f000,0x56630d0d,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,25700,2384,1
2,0x0600f000,0x5eeb0505,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,25700,2384,1
2,0x0600f000,0x5eeb0d0d,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,25700,2384,1
2,0x0600f000,0x966f0101,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,25700,2384,1
2,0x0600f000,0x9bb20d0d,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,25700,2384,1
2,0x0600f000,0x9bb20e0e,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,25700,2384,1
2,0x0600f000,0x9ee70101,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,25700,2384,1
2,0x0600f000,0xd66b0505,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,25700,2384,1
2,0x0600f000,0xdbb60909,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,25700,2384,1
2,0x0600f000,0xdee30505,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,25700,2384,1
2,0x0600f000,0xebb50909,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,25700,2384,1
2,0x0600f000,0xebb50e0e,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,41,25700,2384,1
2,0x07000070,0x00000404,-0.1875,1.58496250072115618147406,1000000,100000,16,aggregate,101,66956,2458,1
2,0x07000070,0x00000d0d,0.1875,1.58496250072115618147406,1000000,100000,16,aggregate,101,66956,2458,1
2,0x07000070,0x00000303,0.125,1,1000000,100000,16,aggregate,101,66956,2458,1
2,0x07000070,0x00000505,-0.125,1,1000000,100000,16,aggregate,101,66956,2458,1
2,0x07000070,0x00000606,0.125,1,1000000,100000,16,aggregate,101,66956,2458,1
2,0x07000070,0x00000909,-0.125,1,1000000,100000,16,aggregate,101,66956,2458,1
2,0x07000070,0xbbb00d0d,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,66956,2458,1
2,0x070000b0,0x00000808,-0.125,1,1000000,100000,16,aggregate,101,67406,2204,1
2,0x070000b0,0x00000909,0.125,1,1000000,100000,16,aggregate,101,67406,2204,1
2,0x070000b0,0x33300d0d,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,67406,2204,1
2,0x070000b0,0xbbb00d0d,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,67406,2204,1
2,0x070000b0,0x22200d0d,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,67406,2204,1
2,0x070000b0,0x9dd40909,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,67406,2204,1
2,0x070000b0,0xaaa00d0d,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,67406,2204,1
2,0x070000b0,0xd9940909,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,67406,2204,1
2,0x070000d0,0x00000b0b,-0.15625,1.32192809488736234780834,1000000,100000,16,aggregate,101,67556,2354,1
2,0x070000d0,0x00000606,-0.125,1,1000000,100000,16,aggregate,101,67556,2354,1
2,0x070000d0,0x00000101,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,67556,2354,1
2,0x070000d0,0x00000505,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,67556,2354,1
2,0x070000d0,0x00000707,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,67556,2354,1
2,0x070000d0,0x00000909,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,67556,2354,1
2,0x070000d0,0x00000f0f,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,67556,2354,1
2,0x070000d0,0xccc00909,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,67556,2354,1
2,0x070000d0,0xccc00d0d,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,67556,2354,1
2,0x070000d0,0x22200d0d,-0.0859375,0.459431618637297256146218,1000000,100000,16,aggregate,101,67556,2354,1
2,0x070000d0,0xaaa00d0d,-0.0859375,0.459431618637297256146218,1000000,100000,16,aggregate,101,67556,2354,1
2,0x070000d0,0x33300d0d,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,67556,2354,1
2,0x070000e0,0x00000a0a,-0.125,1,1000000,100000,16,aggregate,101,69146,2522,1
2,0x070000e0,0xeee00404,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,69146,2522,1
2,0x070000e0,0x77700d0d,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,69146,2522,1
2,0x070000e0,0x15540909,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,69146,2522,1
2,0x070000e0,0x51140909,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,69146,2522,1
2,0x070000e0,0xeee00d0d,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,69146,2522,1
2,0x07007000,0x60060606,0.109375,0.807354922057604107487119,1000000,100000,16,aggregate,101,67220,2418,1
2,0x07007000,0x90090909,0.109375,0.807354922057604107487119,1000000,100000,16,aggregate,101,67220,2418,1
2,0x07007000,0xd00d0d0d,0.109375,0.807354922057604107487119,1000000,100000,16,aggregate,101,67220,2418,1
2,0x07007000,0x40040404,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,67220,2418,1
2,0x07007000,0x4bbf0606,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,67220,2418,1
2,0x07007000,0x6bbd0404,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,67220,2418,1
2,0x07007000,0x944d0d0d,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,67220,2418,1
2,0x07007000,0xd4490909,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,67220,2418,1
2,0x0700b000,0x4bbf0404,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,68120,2401,1
2,0x0700b000,0x6bbd0606,-0.0859375,0.459431618637297256146218,1000000,100000,16,aggregate,101,68120,2401,1
2,0x0700b000,0x488c0606,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68120,2401,1
2,0x0700b000,0x688e0404,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68120,2401,1
2,0x0700b000,0x977e0d0d,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,68120,2401,1
2,0x0700b000,0x9dd40d0d,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,68120,2401,1
2,0x0700b000,0xd77a0909,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,68120,2401,1
2,0x0700b000,0xddd00909,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,68120,2401,1
2,0x0700d000,0x40040606,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68420,2323,1
2,0x0700d000,0x41150606,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68420,2323,1
2,0x0700d000,0x60060404,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68420,2323,1
2,0x0700d000,0x61170404,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68420,2323,1
2,0x0700d000,0x6aac0606,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68420,2323,1
2,0x0700d000,0x933a0909,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68420,2323,1
2,0x0700d000,0xd33e0d0d,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,68420,2323,1
2,0x0700d000,0x966f0d0d,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,68420,2323,1
2,0x0700d000,0xd66b0909,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,68420,2323,1
2,0x0700e000,0x4eea0404,-0.125,1,1000000,100000,16,aggregate,101,69368,2221,1
2,0x0700e000,0x4cc80606,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,69368,2221,1
2,0x0700e000,0x6cca0404,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,69368,2221,1
2,0x0700e000,0x6ee80606,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,69368,2221,1
2,0x0700e000,0x966f0909,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,69368,2221,1
2,0x0700e000,0x966f0d0d,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,69368,2221,1
2,0x0700e000,0xd66b0909,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,69368,2221,1
2,0x0700e000,0xd66b0d0d,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,69368,2221,1
2,0x0700e000,0x6cca0909,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,69368,2221,1
2,0x0700e000,0x9cc50606,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,69368,2221,1
2,0x090000f0,0x88800404,-0.125,1,1000000,100000,16,aggregate,101,68936,2149,1
2,0x090000f0,0xccc00404,-0.125,1,1000000,100000,16,aggregate,101,68936,2149,1
2,0x090000f0,0xccc00303,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,68936,2149,1
2,0x090000f0,0x33300606,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,101,68936,2149,1
2,0x0900f000,0x499d0404,0.15625,1.32192809488736234780834,1000000,100000,16,aggregate,101,69020,2264,1
2,0x0900f000,0x699f0606,0.0859375,0.459431618637297256146218,1000000,100000,16,aggregate,101,69020,2264,1
2,0x0900f000,0xe9970e0e,0.0859375,0.459431618637297256146218,1000000,100000,16,aggregate,101,69020,2264,1
2,0x0900f000,0x18890404,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,69020,2264,1
2,0x0900f000,0x488c0101,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,69020,2264,1
2,0x0900f000,0x488c0505,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,69020,2264,1
2,0x0900f000,0x488c0909,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,69020,2264,1
2,0x0900f000,0x488c0d0d,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,69020,2264,1
2,0x0900f000,0x588d0404,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,69020,2264,1
2,0x0900f000,0x688e0606,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,69020,2264,1
2,0x0900f000,0x98810404,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,69020,2264,1
2,0x0900f000,0xd8850404,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,69020,2264,1
2,0x0900f000,0xe8860e0e,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,69020,2264,1
2,0x0a0000f0,0x00000808,-0.125,1,1000000,100000,16,aggregate,101,70538,2466,1
2,0x0a0000f0,0x00000505,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,70538,2466,1
2,0x0a0000f0,0x00000909,-0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,70538,2466,1
2,0x0a0000f0,0x00000f0f,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,101,70538,2466,1
2,0x0a0000f0,0x9dd40f0f,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,70538,2466,1
2,0x0a0000f0,0xd9940f0f,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,101,70538,2466,1
