row_id,r,u,v
1,2,0x86b1a1f5,0x26ef3389
2,2,0x25ccc18d,0xef9499a9
3,2,0xfc5b1329,0x5636b816
4,2,0x1acf97f2,0xd83fcaee
5,2,0x4728e6aa,0xb1c11522
6,2,0x158e4732,0x5783ac77
7,2,0xdcd165b1,0xd4a9677f
8,2,0xadb306ad,0x78683a97
9,2,0x8edb563f,0xe5d2b3fc
10,2,0xe495bd92,0x92824078
11,2,0xcfe56449,0xc45d16a0
12,2,0xcad4fd71,0xff0980a0
13,2,0xd1a92a76,0x3c768d1e
14,2,0x4ed8b22f,0xeba82a17
15,2,0xc889a370,0x0f69778e
16,2,0x7f8c45dc,0xefc46a1e
17,2,0x5e11df15,0xbd9429b8
18,2,0x1cd9f45b,0x089ac99d
19,2,0xef4ae7ae,0x9b84a0b8
20,2,0xb20ec2d0,0xd718b350
21,2,0xed34c79a,0xca878d25
22,2,0x3f7f6383,0x1c0a1437
23,2,0x48a7a5c1,0xf197e788
24,2,0x5643662b,0x4fb6aaec
25,2,0xec771a17,0xabd0d627
26,2,0x758da74a,0xfcab16b9
27,2,0xad9d7cf0,0x94a125b0
28,2,0xfa3725be,0xe311c252
29,2,0xe85e01fe,0x6db0a11c
30,2,0x294f5381,0x18d22794
31,2,0x057216c9,0xd0b73b70
32,2,0x392d42cf,0x89ce51c1
33,2,0x6b640b2a,0xb823a54b
34,2,0x2d5f73a6,0xbdfda3f6
35,2,0x68649f1f,0x0dc37bca
36,2,0x70d58ecb,0x1f6cc845
37,2,0xc675eb6a,0xfb3fe78a
38,2,0x66332392,0x6144b7c2
39,2,0x4aebf640,0x421346ae
40,2,0x87250a18,0x36153c65
41,2,0xdd760c4b,0xd0092f44
42,2,0xda911f51,0xf5792840
43,2,0x6246b8b2,0x7df9643d
44,2,0x1d521cc2,0xebe83243
45,2,0x7ce5e56e,0xa8c8e8d6
46,2,0x6fa915a2,0x0b87c9c6
47,2,0x63c31597,0x2ad90aa5
48,2,0x1f32707f,0x0e1edc13
49,2,0xe91b7ddb,0xa092e21d
50,2,0xdc8a8613,0x873f97aa
51,2,0x3bb016d7,0xe6eda5b5
52,2,0x15c32d55,0x373066eb
53,2,0xe4f1258b,0x873816a7
54,2,0x2ce40415,0x0edf175f
55,2,0x903aff54,0xd1025c34
56,2,0x3d47dc76,0xc8d6baa2
57,2,0x8d8b05d9,0xacc13785
58,2,0x09c56634,0x3ad4b9cb
59,2,0x2c991d5f,0x83f8db53
60,2,0x7567c77a,0x75fbc4cb
61,2,0xee86076a,0x7be76781
62,2,0x7b425dce,0x13356722
63,2,0x850cc569,0x92dcb238
64,2,0xc4504893,0xe6a8d4cc
65,2,0x7a73baf0,0xa0584945
66,2,0x4404c07b,0x35f4807b
67,2,0x239beaba,0xf2df3c24
68,2,0xddbefffe,0xec68a2e5
69,2,0x354e98f9,0x5f3cb226
70,2,0x93194f17,0x9e7f6b43
71,2,0xc523be4b,0x86fca60a
72,2,0xe2971ed2,0x30fd9c97
73,2,0xe8a3b5f5,0x5f650717
74,2,0x038dca72,0x5d0d01b4
75,2,0xad3527c3,0x8210bce6
76,2,0x6c7f3f5c,0x1f7d4d9f
77,2,0xc1eac9fd,0x7d730c5d
78,2,0xe0a63328,0xde74c082
79,2,0xa8e7b4c6,0x7ff60b3f
80,2,0x2435fbb0,0x10f3d8f8
81,2,0xc76bea87,0xf2baec80
82,2,0xfbadce86,0xeedc63fc
83,2,0x7864c288,0x2f3d4012
84,2,0xe70a9d00,0x6aebf78c
85,2,0x18a37ca0,0x62c25315
86,2,0xf8ea73f9,0xdfedce77
87,2,0xbc5b16cf,0x1e51470d
88,2,0xc4c6aeef,0x883bdd16
89,2,0xeba8dbf5,0x33dc3277
90,2,0x4a072629,0xb124a086
91,2,0x10974420,0x71c8a0a3
92,2,0xf11d0cfc,0xbc4ca74c
93,2,0x7f8a9497,0xd2e8c8c2
94,2,0xfd594258,0x385548c5
95,2,0x41062b60,0xffd37f62
96,2,0x7bf08a17,0xe2f7ce29
97,2,0xf0426dba,0x36ab65b3
98,2,0x293b9ce6,0xf7369a6a
