row_id,r,u,v
93776,3,0x00000005,0x50050799
98839,3,0x0000000b,0xd00d0499
100164,3,0x0000000d,0xc00c0d66
115362,3,0x00020000,0x02448008
93761,3,0x00000005,0x50050233
98214,3,0x0000000b,0x10010622
99856,3,0x0000000d,0x60060e22
115539,3,0x00020000,0x05eec00c
94311,3,0x00000005,0xf00f0322
98568,3,0x0000000b,0x700709dd
99933,3,0x0000000d,0x800806aa
115909,3,0x00020000,0x0f11e00e
94205,3,0x00000005,0xd00d0399
98539,3,0x0000000b,0x70070177
100308,3,0x0000000d,0xf00f0c33
115517,3,0x00020000,0x0566f00f
93849,3,0x00000005,0x60060b33
98995,3,0x0000000b,0xf00f0e77
99612,3,0x0000000d,0x10010dbb
115594,3,0x00020000,0x0755f00f
93603,3,0x00000005,0x20020277
98426,3,0x0000000b,0x500501ff
99792,3,0x0000000d,0x50050d77
115415,3,0x00020000,0x03447007
94282,3,0x00000005,0xe00e0a99
98602,3,0x0000000b,0x800806dd
100258,3,0x0000000d,0xe00e0d99
115657,3,0x00020000,0x08dd4004
94257,3,0x00000005,0xe00e0177
98724,3,0x0000000b,0xb00b01bb
100297,3,0x0000000d,0xf00f0a33
115566,3,0x00020000,0x06ccc00c
128504,3,0x00c00000,0x799e070e
113102,3,0x0000d000,0x0d0dcbb7
103958,3,0x00000090,0x0d0a922b
123193,3,0x000c0000,0x0833a00a
128648,3,0x00c00000,0xf11e0c01
113127,3,0x0000d000,0x0e0e8880
103719,3,0x00000090,0x0301855d
123128,3,0x000c0000,0x06559009
128554,3,0x00c00000,0x944d0104
112772,3,0x0000d000,0x05055ffa
103778,3,0x00000090,0x05077770
123222,3,0x000c0000,0x08dd7007
128511,3,0x00c00000,0x81190001
112783,3,0x0000d000,0x05058880
103873,3,0x00000090,0x090a5227
122963,3,0x000c0000,0x0144e00e
106555,3,0x00002020,0x0d006006
129390,3,0x00f00000,0xa11b0a01
102022,3,0x00000010,0x0c071aab
104875,3,0x000000d0,0x05070222
106537,3,0x00002020,0x0a00c00c
129366,3,0x00f00000,0x51140b05
101849,3,0x00000010,0x00040eee
104863,3,0x000000d0,0x040f1aab
137003,3,0xd0000000,0xd9940909
92694,3,0x00000003,0xd00d0499
113955,3,0x0000f000,0x05051110
135177,3,0xa0000000,0x9dd40909
131571,3,0x40000000,0xd9940909
94923,3,0x00000006,0xd00d0499
109369,3,0x00007000,0x05051110
130809,3,0x30000000,0x9dd40909
