r,u,v,VE,proxy_score,beam,trans,branch,mode,expanded_states,generated_transitions,final_beam_size,certified_no_truncation
3,0x00006060,0x04004004,0.125,3,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x08008008,-0.125,3,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0900d00d,0.09375,2.58496250072115618147406,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0d009009,0.09375,2.58496250072115618147406,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0300c00c,0.078125,2.32192809488736234780834,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0600b00b,0.078125,2.32192809488736234780834,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0600f00f,0.078125,2.32192809488736234780834,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0700f00f,-0.078125,2.32192809488736234780834,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0b006006,0.078125,2.32192809488736234780834,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0c003003,0.078125,2.32192809488736234780834,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0f006006,0.078125,2.32192809488736234780834,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0f007007,-0.078125,2.32192809488736234780834,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x01001001,0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x01005005,-0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x02002002,-0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0200a00a,0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x05001001,-0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x05005005,0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x06006006,0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0600c00c,-0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0a002002,0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0a00a00a,-0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0c006006,-0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0c00c00c,-0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0c00e00e,0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0e00c00c,0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0f00f00f,-0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x03006006,0.046875,1.58496250072115618147406,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x06003003,0.046875,1.58496250072115618147406,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x06007007,-0.046875,1.58496250072115618147406,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x07006006,-0.046875,1.58496250072115618147406,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x07008008,-0.046875,1.58496250072115618147406,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x08007007,-0.046875,1.58496250072115618147406,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0b00c00c,0.046875,1.58496250072115618147406,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0c00b00b,0.046875,1.58496250072115618147406,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0804c448,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x09003003,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x09004004,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x09007007,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x09009009,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0900a00a,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0a008008,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0a009009,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0a00c00c,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0a00d00d,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0b004004,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0b00e00e,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0c008008,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0c00a00a,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0d003003,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0d004004,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0d00a00a,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0d00d00d,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0d00e00e,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0e001001,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0e003003,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0e004004,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0e007007,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0e008008,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0e00b00b,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0e00d00d,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0e00f00f,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0f005005,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x00006060,0x0f00e00e,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x40040400,0.125,3,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x80080800,-0.125,3,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x90090d00,0.09375,2.58496250072115618147406,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xd00d0900,0.09375,2.58496250072115618147406,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x30030c00,0.078125,2.32192809488736234780834,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x60060b00,0.078125,2.32192809488736234780834,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x60060f00,0.078125,2.32192809488736234780834,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x70070f00,-0.078125,2.32192809488736234780834,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xb00b0600,0.078125,2.32192809488736234780834,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xc00c0300,0.078125,2.32192809488736234780834,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xf00f0600,0.078125,2.32192809488736234780834,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xf00f0700,-0.078125,2.32192809488736234780834,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x10010100,0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x10010500,-0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x20020200,-0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x20020a00,0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x50050100,-0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x50050500,0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x60060600,0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x60060c00,-0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xa00a0200,0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xa00a0a00,-0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xc00c0600,-0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xc00c0c00,-0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xc00c0e00,0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xe00e0c00,0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xf00f0f00,-0.0625,2,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x30030600,0.046875,1.58496250072115618147406,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x60060300,0.046875,1.58496250072115618147406,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x60060700,-0.046875,1.58496250072115618147406,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x70070600,-0.046875,1.58496250072115618147406,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x70070800,-0.046875,1.58496250072115618147406,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x80080700,-0.046875,1.58496250072115618147406,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xb00b0c00,0.046875,1.58496250072115618147406,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xc00c0b00,0.046875,1.58496250072115618147406,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x90090300,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x90090400,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x90090700,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x90090900,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0x90090a00,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xa00a0800,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xa00a0900,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xa00a0c00,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xa00a0d00,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xb00b0400,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xb00b0e00,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xc00c0800,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xc00c0a00,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xc4480804,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xd00d0300,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xd00d0400,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xd00d0a00,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xd00d0d00,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xd00d0e00,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xe00e0100,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xe00e0300,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xe00e0400,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xe00e0700,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xe00e0800,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xe00e0b00,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xe00e0d00,-0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xe00e0f00,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xf00f0500,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
3,0x60600000,0xf00f0e00,0.03125,1,200000,100000,16,aggregate,189,1013334,45043,1
