row_id,r,u,v
14,1,0x00000005,0xf00f0000
20,1,0x00000007,0xc00c0000
21,1,0x00000008,0x40040000
25,1,0x0000000a,0x40040000
27,1,0x0000000b,0x90090000
28,1,0x0000000b,0xd00d0000
29,1,0x0000000c,0x40040000
33,1,0x0000000e,0x40040000
34,1,0x0000000e,0x60060000
36,1,0x0000000f,0x50050000
38,1,0x00000010,0x00000808
40,1,0x00000020,0x00000505
45,1,0x00000040,0x00000202
46,1,0x00000040,0x00000707
47,1,0x00000040,0x00000a0a
48,1,0x00000040,0x00000f0f
63,1,0x000000b0,0x00000909
77,1,0x00000200,0x09990000
80,1,0x00000300,0x0ccc0000
83,1,0x00000400,0x0aaa0000
92,1,0x00000700,0x0ccc0000
93,1,0x00000800,0x04440000
94,1,0x00000800,0x0eee0000
96,1,0x00000900,0x0ccc0000
99,1,0x00000b00,0x09990000
100,1,0x00000b00,0x0ddd0000
104,1,0x00000d00,0x0ccc0000
126,1,0x00006000,0x00000b00
129,1,0x00008000,0x00000400
133,1,0x0000a000,0x00000400
137,1,0x0000c000,0x00000400
140,1,0x0000d000,0x00000c00
141,1,0x0000e000,0x00000400
142,1,0x0000e000,0x00000600
145,1,0x00010000,0x00007007
153,1,0x00040000,0x00002002
157,1,0x00050000,0x00008008
173,1,0x000c0000,0x00004004
192,1,0x00400000,0x0f0f0000
193,1,0x00500000,0x08080000
201,1,0x00800000,0x04040000
211,1,0x00d00000,0x08080000
212,1,0x00d00000,0x0c0c0000
219,1,0x02000000,0x00000111
220,1,0x02000000,0x00000555
221,1,0x02000000,0x00000999
222,1,0x02000000,0x00000ddd
223,1,0x03000000,0x00000333
231,1,0x06000000,0x00000222
232,1,0x06000000,0x00000333
233,1,0x06000000,0x00000aaa
234,1,0x06000000,0x00000bbb
235,1,0x07000000,0x00000bbb
236,1,0x07000000,0x00000ccc
239,1,0x09000000,0x00000888
240,1,0x09000000,0x00000ccc
242,1,0x0a000000,0x00000eee
245,1,0x0c000000,0x00000444
246,1,0x0c000000,0x00000666
254,1,0x10000000,0x08000000
257,1,0x20000000,0x09000000
265,1,0x50000000,0x08000000
275,1,0x90000000,0x08000000
283,1,0xd0000000,0x08000000
