row_id,r,u,v
1,2,0x13be08e3,0x0d9cca30
2,2,0x13be08e3,0xe091f333
3,2,0x13be08e3,0x56277d2d
4,2,0x13be08e3,0x27f00bb2
5,2,0x13be08e3,0x29337eb2
6,2,0x13be08e3,0x8d897c0a
7,2,0x13be08e3,0x3cd91ff8
8,2,0x13be08e3,0x6fbf8b41
9,2,0x13be08e3,0x68c7ddf7
10,2,0x13be08e3,0x136dbebf
11,2,0x13be08e3,0x9bda0564
12,2,0x13be08e3,0x34f24909
13,2,0x13be08e3,0x758e1780
14,2,0x13be08e3,0xf2fe4067
15,2,0x13be08e3,0x57914a1f
16,2,0x13be08e3,0xab1a7d7b
17,2,0x13be08e3,0xc4e08b4a
18,2,0x13be08e3,0x19145655
19,2,0x13be08e3,0x6c8c508a
20,2,0x13be08e3,0x6e4f951e
21,2,0x13be08e3,0xba3eb0aa
22,2,0x13be08e3,0x1eda1c82
23,2,0x13be08e3,0x9a01b32a
24,2,0x13be08e3,0x6ac5a2f3
25,2,0x13be08e3,0xc6dfe579
26,2,0x13be08e3,0xb5f0196a
27,2,0x13be08e3,0xd1419f1e
28,2,0x13be08e3,0xafc7dcea
29,2,0x13be08e3,0x015ac250
30,2,0x13be08e3,0xe26bea1a
31,2,0x13be08e3,0xf154f0d3
32,2,0x13be08e3,0xad990ecf
33,2,0x13be08e3,0x0d3e16e1
34,2,0x13be08e3,0xa8f25f03
35,2,0x13be08e3,0x49beeead
36,2,0x13be08e3,0xb9bb220b
37,2,0x13be08e3,0x9d3f566a
38,2,0x13be08e3,0x8a7fd0ad
39,2,0x13be08e3,0x96d55aa4
40,2,0x13be08e3,0x7f1282cc
41,2,0x13be08e3,0x8c5258c3
42,2,0x13be08e3,0xbbe69c1b
43,2,0x13be08e3,0x76a0a91d
44,2,0x13be08e3,0x9e0b6c7d
45,2,0x13be08e3,0x5a05754a
46,2,0x13be08e3,0xab84490e
47,2,0x13be08e3,0x33ea2f03
48,2,0x13be08e3,0xe554f3aa
49,2,0x13be08e3,0xd7e85d83
50,2,0x13be08e3,0x089457dc
51,2,0x13be08e3,0x8f022ef6
52,2,0x13be08e3,0x8a65cc73
53,2,0x13be08e3,0xdc906ae6
54,2,0x13be08e3,0x9e99a095
55,2,0x13be08e3,0xf2bafcae
56,2,0x13be08e3,0x23348537
57,2,0x13be08e3,0x9f4d0eb7
58,2,0x13be08e3,0x3bececf5
59,2,0x13be08e3,0x74f0d500
60,2,0x13be08e3,0xf75dc29e
61,2,0x13be08e3,0x7a1b0290
62,2,0x13be08e3,0x5f033c25
63,2,0x13be08e3,0x0b911bc0
64,2,0x13be08e3,0x452c50ef
65,2,0x13be08e3,0x043f9452
66,2,0x13be08e3,0x0a563232
67,2,0xdbaf7820,0x0d9cca30
68,2,0xdbaf7820,0xe091f333
69,2,0xdbaf7820,0x56277d2d
70,2,0xdbaf7820,0x27f00bb2
71,2,0xdbaf7820,0x29337eb2
72,2,0xdbaf7820,0x8d897c0a
73,2,0xdbaf7820,0x3cd91ff8
74,2,0xdbaf7820,0x6fbf8b41
75,2,0xdbaf7820,0x68c7ddf7
76,2,0xdbaf7820,0x136dbebf
77,2,0xdbaf7820,0x9bda0564
78,2,0xdbaf7820,0x34f24909
79,2,0xdbaf7820,0x758e1780
80,2,0xdbaf7820,0xf2fe4067
81,2,0xdbaf7820,0x57914a1f
82,2,0xdbaf7820,0xab1a7d7b
83,2,0xdbaf7820,0xc4e08b4a
84,2,0xdbaf7820,0x19145655
85,2,0xdbaf7820,0x6c8c508a
86,2,0xdbaf7820,0x6e4f951e
87,2,0xdbaf7820,0xba3eb0aa
88,2,0xdbaf7820,0x1eda1c82
89,2,0xdbaf7820,0x9a01b32a
90,2,0xdbaf7820,0x6ac5a2f3
91,2,0xdbaf7820,0xc6dfe579
92,2,0xdbaf7820,0xb5f0196a
93,2,0xdbaf7820,0xd1419f1e
94,2,0xdbaf7820,0xafc7dcea
95,2,0xdbaf7820,0x015ac250
96,2,0xdbaf7820,0xe26bea1a
97,2,0xdbaf7820,0xf154f0d3
98,2,0xdbaf7820,0xad990ecf
99,2,0xdbaf7820,0x0d3e16e1
100,2,0xdbaf7820,0xa8f25f03
101,2,0xdbaf7820,0x49beeead
102,2,0xdbaf7820,0xb9bb220b
