row_id,r,u,v
4829,2,0x00003090,0xb8830000
13145,2,0x0000a400,0x07271554
13146,2,0x0000a400,0x07275114
14917,2,0x0000c0f0,0xb8830000
21052,2,0x00080050,0x6ee80700
21053,2,0x00080050,0x6ee80f00
21623,2,0x00092000,0x18890400
21626,2,0x00092000,0x18890d00
21636,2,0x00092000,0x488c0900
21638,2,0x00092000,0x488c0f00
21643,2,0x00092000,0x688e0400
21649,2,0x00092000,0x98810d00
21654,2,0x00092000,0xc8840c00
21655,2,0x00092000,0xd8850100
26285,2,0x00303000,0x04446660
26286,2,0x00303000,0x04446771
26287,2,0x00303000,0x04447661
26291,2,0x00303000,0x0ccc6660
32946,2,0x00e00000,0x00002775
32947,2,0x00e00000,0x00002bb9
32954,2,0x00e00000,0x00008880
32968,2,0x00e00000,0x0000fff0
34425,2,0x02000020,0x00000505
34805,2,0x030000e0,0x00000b0b
35557,2,0x05000090,0x00000505
36433,2,0x070000d0,0x00000b0b
37982,2,0x0b00f000,0x81190808
37983,2,0x0b00f000,0xc11d0c0c
41627,2,0x10800000,0x0000b00b
51440,2,0x20300009,0x04000eee
51443,2,0x20300009,0x06000ccc
55461,2,0x2a000090,0x23310f8f
55462,2,0x2a000090,0x32210f8f
55464,2,0x2a000090,0x66600282
55467,2,0x2a000090,0xabb10f8f
61099,2,0x40800000,0x0000b00b
65293,2,0x60000030,0x66600999
65297,2,0x60000030,0x6ff90999
65299,2,0x60000030,0x88800999
65300,2,0x60000030,0x8cc40999
65301,2,0x60000030,0x933a0999
65306,2,0x60000030,0xb3380999
65316,2,0x60000030,0xeff10999
65317,2,0x60000030,0xf6690999
65718,2,0x600000e0,0x33300999
65719,2,0x600000e0,0x3bb80999
65720,2,0x600000e0,0x3ccf0999
65721,2,0x600000e0,0x72250999
65722,2,0x600000e0,0x7aad0999
65724,2,0x600000e0,0x8ff70999
65734,2,0x600000e0,0xf22d0999
65736,2,0x600000e0,0xfaa50999
81781,2,0xc0009000,0x02220333
81783,2,0xc0009000,0x02220bbb
81784,2,0xc0009000,0x02220fff
81786,2,0xc0009000,0x03330777
81802,2,0xc0009000,0x0aaa0777
81805,2,0xc0009000,0x0bbb0333
81812,2,0xc0009000,0x0ccc0fff
81820,2,0xc0009000,0x0eee0fff
87958,2,0xf0000900,0x04041889
87960,2,0xf0000900,0x0404588d
87961,2,0xf0000900,0x04049881
87965,2,0xf0000900,0x0606699f
